"","top","model_type","test","gene","stat","pval","fdr","gene_index","ensembl","in_rows","in_rows_top20","results"
"2018",419,"pairwise","pTpos-Abpos","TTC16",3.64122426002043,0.000834629426395013,0.039794354144287,9899,"ENSG00000167094","c(18721; 30712; 52625; 62814; 101701; 117184; 138449; 162561; 182595; 208660; 221591; 243402; 266630; 281785; 312838; 317290; 342135; 362443; 396498; 402785; 428124; 448464; 459617; 480683; 501495; 535515; 558841; 575277; 589260; 610994; 626697; 655534; 675491; 694031; 720644; 731359; 768675; 785598; 807058; 814771; 850252; 866681; 888078; 918724; 939426; 960382; 968130; 986572; 1011904; 1024502)","integer(0)","character(0)"
"2019",420,"pairwise","pTpos-Abpos","TMEM45B",3.64122426002043,0.000834629426395013,0.039794354144287,12039,"ENSG00000151715","c(18722; 30713; 52626; 62815; 101702; 117185; 138450; 162562; 182596; 208661; 221592; 243403; 266631; 281786; 312839; 317291; 342136; 362444; 396499; 402786; 428125; 448484; 459618; 480684; 501496; 535516; 558842; 575278; 589261; 610995; 626698; 655535; 675492; 694032; 720645; 731360; 768676; 785599; 807059; 814772; 850253; 866682; 888098; 918725; 939427; 960383; 968131; 986573; 1011905; 1024503)","integer(0)","character(0)"
"2020",421,"pairwise","pTpos-Abpos","FAM222A-AS1",3.64122426002043,0.000834629426395013,0.039794354144287,12938,"ENSG00000255650","c(18723; 30714; 52627; 62816; 101703; 117186; 138451; 162563; 182597; 208662; 221593; 243404; 266632; 281787; 312840; 317292; 342137; 362445; 396500; 402787; 428126; 448499; 459619; 480685; 501497; 535517; 558843; 575279; 589262; 610996; 626699; 655536; 675493; 694033; 720646; 731361; 768677; 785600; 807060; 814773; 850254; 866683; 888113; 918726; 939428; 960384; 968132; 986574; 1011906; 1024504)","integer(0)","character(0)"
"2021",422,"pairwise","pTpos-Abpos","AL139383.1",3.64122426002043,0.000834629426395013,0.039794354144287,13289,"ENSG00000230490","c(18724; 30715; 52628; 62817; 101704; 117187; 138452; 162564; 182598; 208663; 221594; 243405; 266633; 281788; 312841; 317293; 342138; 362446; 396501; 402788; 428127; 448502; 459620; 480686; 501498; 535518; 558844; 575280; 589263; 610997; 626700; 655537; 675494; 694034; 720647; 731362; 768678; 785601; 807061; 814774; 850255; 866684; 888116; 918727; 939429; 960385; 968133; 986575; 1011907; 1024505)","integer(0)","character(0)"
"2022",423,"pairwise","pTpos-Abpos","TRDC",3.64122426002043,0.000834629426395013,0.039794354144287,13664,"ENSG00000211829","c(18725; 30716; 52629; 62818; 101705; 117188; 138453; 162565; 182599; 208664; 221595; 243406; 266634; 281789; 312842; 317294; 342139; 362447; 396502; 402789; 428128; 448507; 459621; 480687; 501499; 535519; 558845; 575281; 589264; 610998; 626701; 655538; 675495; 694035; 720648; 731363; 768679; 785602; 807062; 814775; 850256; 866685; 888121; 918728; 939430; 960386; 968134; 986576; 1011908; 1024506)","integer(0)","character(0)"
"2023",424,"pairwise","pTpos-Abpos","AL161665.2",3.64122426002043,0.000834629426395013,0.039794354144287,13778,"ENSG00000286527","c(18726; 30717; 52630; 62819; 101706; 117189; 138454; 162566; 182600; 208665; 221596; 243407; 266635; 281790; 312843; 317295; 342140; 362448; 396503; 402790; 428129; 448508; 459622; 480688; 501500; 535520; 558846; 575282; 589265; 610999; 626702; 655539; 675496; 694036; 720649; 731364; 768680; 785603; 807063; 814776; 850257; 866686; 888122; 918729; 939431; 960387; 968135; 986577; 1011909; 1024507)","integer(0)","character(0)"
"2024",425,"pairwise","pTpos-Abpos","AL391261.2",3.64122426002043,0.000834629426395013,0.039794354144287,13974,"ENSG00000258847","c(18727; 30718; 52631; 62820; 101707; 117190; 138455; 162567; 182601; 208666; 221597; 243408; 266636; 281791; 312844; 317296; 342141; 362449; 396504; 402791; 428130; 448510; 459623; 480689; 501501; 535521; 558847; 575283; 589266; 611000; 626703; 655540; 675497; 694037; 720650; 731365; 768681; 785604; 807064; 814777; 850258; 866687; 888124; 918730; 939432; 960388; 968136; 986578; 1011910; 1024508)","integer(0)","character(0)"
"2025",426,"pairwise","pTpos-Abpos","AC009996.1",3.64122426002043,0.000834629426395013,0.039794354144287,14505,"ENSG00000259659","c(18728; 30719; 52632; 62821; 101708; 117191; 138456; 162568; 182602; 208667; 221598; 243409; 266637; 281792; 312845; 317297; 342142; 362450; 396505; 402792; 428131; 448520; 459624; 480690; 501502; 535522; 558848; 575284; 589267; 611001; 626704; 655541; 675498; 694038; 720651; 731366; 768682; 785605; 807065; 814778; 850259; 866688; 888134; 918731; 939433; 960389; 968137; 986579; 1011911; 1024509)","integer(0)","character(0)"
"2026",427,"pairwise","pTpos-Abpos","AC023355.1",3.64122426002043,0.000834629426395013,0.039794354144287,14535,"ENSG00000259488","c(18729; 30720; 52633; 62822; 101709; 117192; 138457; 162569; 182603; 208668; 221599; 243410; 266638; 281793; 312846; 317298; 342143; 362451; 396506; 402793; 428132; 448521; 459625; 480691; 501503; 535523; 558849; 575285; 589268; 611002; 626705; 655542; 675499; 694039; 720652; 731367; 768683; 785606; 807066; 814779; 850260; 866689; 888135; 918732; 939434; 960390; 968138; 986580; 1011912; 1024510)","integer(0)","character(0)"
"2027",428,"pairwise","pTpos-Abpos","AC090774.2",3.64122426002043,0.000834629426395013,0.039794354144287,16346,"ENSG00000266369","c(18730; 30721; 52634; 62823; 101710; 117193; 138458; 162570; 182604; 208669; 221600; 243411; 266639; 281794; 312847; 317299; 342144; 362452; 396507; 402794; 428133; 448542; 459626; 480692; 501504; 535524; 558850; 575286; 589269; 611003; 626706; 655543; 675500; 694040; 720653; 731368; 768684; 785607; 807067; 814780; 850261; 866690; 888156; 918733; 939435; 960391; 968139; 986581; 1011913; 1024511)","integer(0)","character(0)"
"2028",429,"pairwise","pTpos-Abpos","AC006449.2",3.64122426002043,0.000834629426395013,0.039794354144287,16532,"ENSG00000275532","c(18731; 30722; 52635; 62824; 101711; 117194; 138459; 162571; 182605; 208670; 221601; 243412; 266640; 281795; 312848; 317300; 342145; 362453; 396508; 402795; 428134; 448544; 459627; 480693; 501505; 535525; 558851; 575287; 589270; 611004; 626707; 655544; 675501; 694041; 720654; 731369; 768685; 785608; 807068; 814781; 850262; 866691; 888158; 918734; 939436; 960392; 968140; 986582; 1011914; 1024512)","integer(0)","character(0)"
"2029",430,"pairwise","pTpos-Abpos","AP005136.3",3.64122426002043,0.000834629426395013,0.039794354144287,17233,"ENSG00000266783","c(18732; 30723; 52636; 62825; 101712; 117195; 138460; 162572; 182606; 208671; 221602; 243413; 266641; 281796; 312849; 317301; 342146; 362454; 396509; 402796; 428135; 448551; 459628; 480694; 501506; 535526; 558852; 575288; 589271; 611005; 626708; 655545; 675502; 694042; 720655; 731370; 768686; 785609; 807069; 814782; 850263; 866692; 888165; 918735; 939437; 960393; 968141; 986583; 1011915; 1024513)","integer(0)","character(0)"
"2030",431,"pairwise","pTpos-Abpos","AC104971.1",3.64122426002043,0.000834629426395013,0.039794354144287,17492,"ENSG00000267226","c(18733; 30724; 52637; 62826; 101713; 117196; 138461; 162573; 182607; 208672; 221603; 243414; 266642; 281797; 312850; 317302; 342147; 362455; 396510; 402797; 428136; 448558; 459629; 480695; 501507; 535527; 558853; 575289; 589272; 611006; 626709; 655546; 675503; 694043; 720656; 731371; 768687; 785610; 807070; 814783; 850264; 866693; 888172; 918736; 939438; 960394; 968142; 986584; 1011916; 1024514)","integer(0)","character(0)"
"2031",432,"pairwise","pTpos-Abpos","AC011498.1",3.64122426002043,0.000834629426395013,0.039794354144287,17741,"ENSG00000267011","c(18734; 30725; 52638; 62827; 101714; 117197; 138462; 162574; 182608; 208673; 221604; 243415; 266643; 281798; 312851; 317303; 342148; 362456; 396511; 402798; 428137; 448566; 459630; 480696; 501508; 535528; 558854; 575290; 589273; 611007; 626710; 655547; 675504; 694044; 720657; 731372; 768688; 785611; 807071; 814784; 850265; 866694; 888180; 918737; 939439; 960395; 968143; 986585; 1011917; 1024515)","integer(0)","character(0)"
"2032",433,"pairwise","pTpos-Abpos","SLC7A9",3.64122426002043,0.000834629426395013,0.039794354144287,18207,"ENSG00000021488","c(18735; 30726; 52639; 62828; 101715; 117198; 138463; 162575; 182609; 208674; 221605; 243416; 266644; 281799; 312852; 317304; 342149; 362457; 396512; 402799; 428138; 448572; 459631; 480697; 501509; 535529; 558855; 575291; 589274; 611008; 626711; 655548; 675505; 694045; 720658; 731373; 768689; 785612; 807072; 814785; 850266; 866695; 888186; 918738; 939440; 960396; 968144; 986586; 1011918; 1024516)","integer(0)","character(0)"
"2033",434,"pairwise","pTpos-Abpos","AC245052.4",3.64122426002043,0.000834629426395013,0.039794354144287,18765,"ENSG00000237017","c(18736; 30727; 52640; 62829; 101716; 117199; 138464; 162576; 182610; 208675; 221606; 243417; 266645; 281800; 312853; 317305; 342150; 362458; 396513; 402800; 428139; 448578; 459632; 480698; 501510; 535530; 558856; 575292; 589275; 611009; 626712; 655549; 675506; 694046; 720659; 731374; 768690; 785613; 807073; 814786; 850267; 866696; 888192; 918739; 939441; 960397; 968145; 986587; 1011919; 1024517)","integer(0)","character(0)"
"2034",435,"pairwise","pTpos-Abpos","AMELX",3.64122426002043,0.000834629426395013,0.039794354144287,20258,"ENSG00000125363","c(18737; 30728; 52641; 62830; 101717; 117200; 138465; 162577; 182611; 208676; 221607; 243418; 266646; 281801; 312854; 317306; 342151; 362459; 396514; 402801; 428140; 448593; 459633; 480699; 501511; 535531; 558857; 575293; 589276; 611010; 626713; 655550; 675507; 694047; 720660; 731375; 768691; 785614; 807074; 814787; 850268; 866697; 888207; 918740; 939442; 960398; 968146; 986588; 1011920; 1024518)","integer(0)","character(0)"
"2035",436,"pairwise","pTpos-Abpos","AC003659.1",3.64122426002043,0.000834629426395013,0.039794354144287,20329,"ENSG00000237994","c(18738; 30729; 52642; 62831; 101718; 117201; 138466; 162578; 182612; 208677; 221608; 243419; 266647; 281802; 312855; 317307; 342152; 362460; 396515; 402802; 428141; 448596; 459634; 480700; 501512; 535532; 558858; 575294; 589277; 611011; 626714; 655551; 675508; 694048; 720661; 731376; 768692; 785615; 807075; 814788; 850269; 866698; 888210; 918741; 939443; 960399; 968147; 986589; 1011921; 1024519)","integer(0)","character(0)"
"2036",437,"pairwise","pTpos-Abpos","MMD",3.64046058279169,0.000836443639183127,0.039794354144287,16816,"ENSG00000108960","c(1536; 41650; 61748; 69144; 89735; 107260; 130343; 146245; 167251; 192351; 212019; 236663; 253994; 288261; 312824; 333745; 354770; 375401; 395766; 416543; 437771; 457885; 466627; 491340; 508536; 539133; 551160; 567952; 605580; 626342; 643010; 665110; 682234; 706671; 714172; 731377; 752224; 772967; 794104; 815507; 836498; 857038; 878692; 911718; 928773; 953345; 964516; 994257; 1019233; 1023612)","integer(0)","character(0)"
"2037",438,"pairwise","pTpos-Abpos","MCL1",3.64029874783978,0.000836828587358765,0.039794354144287,1215,"ENSG00000143384","c(6856; 41662; 59409; 67191; 87205; 106613; 133574; 146882; 170579; 202681; 223915; 247290; 258178; 290267; 312823; 333869; 354791; 374934; 394591; 415482; 437058; 455153; 468096; 491560; 506839; 532302; 548371; 566995; 604943; 623014; 632680; 653214; 671607; 702487; 712166; 731378; 752100; 772946; 794571; 816682; 837559; 857751; 881424; 910249; 928553; 955042; 971347; 997046; 1020190; 1024383)","integer(0)","character(0)"
"2038",439,"pairwise","pTpos-Abpos","NUP133",3.63746990334934,0.000843585096365895,0.039794354144287,1938,"ENSG00000069248","c(328; 41126; 62290; 67487; 86295; 112449; 141434; 146218; 167088; 191201; 212037; 230916; 250860; 277823; 312822; 333939; 353223; 372429; 396545; 417565; 437031; 456481; 468861; 485487; 502795; 526522; 544565; 567899; 605607; 626505; 644160; 665092; 687981; 709805; 724610; 731379; 752030; 774514; 797076; 814728; 835476; 857778; 880096; 909484; 934626; 959086; 977127; 1000852; 1019286; 1023414)","integer(0)","none-next_Abpos_top16"
"2039",440,"pairwise","pTpos-Abpos","PPAN",3.6368697440226,0.000845025293559729,0.039794354144287,17860,"ENSG00000130810","c(4664; 40787; 57753; 64508; 90634; 120507; 133252; 147401; 170374; 204406; 214915; 232944; 257072; 288729; 312821; 332149; 349915; 373559; 395557; 412208; 430927; 454387; 462209; 481570; 504717; 526972; 551252; 580395; 604424; 623219; 630955; 662214; 685953; 703593; 713704; 731380; 753820; 777822; 795946; 815716; 840833; 863882; 882190; 916136; 938543; 957164; 976677; 994165; 1006790; 1025012)","integer(0)","character(0)"
"2040",441,"pairwise","pTpos-Abpos","AC005342.1",3.63635242426826,0.000846268605724066,0.039794354144287,12094,"ENSG00000203593","c(18705; 30695; 52608; 62832; 101684; 117155; 138427; 162946; 181793; 208646; 221903; 242770; 266189; 280711; 312820; 317254; 341934; 362028; 396484; 403298; 427761; 448221; 459635; 480701; 501513; 534542; 557400; 575546; 588879; 611800; 626715; 655226; 676127; 694476; 721722; 731381; 768715; 785803; 807477; 814789; 849756; 867048; 888356; 918710; 939412; 960368; 969107; 988017; 1011639; 1024527)","integer(0)","character(0)"
"2041",442,"pairwise","pTpos-Abpos","PPIF",3.63546026391146,0.000848416949266867,0.039794354144287,10547,"ENSG00000108179","c(8800; 41133; 56809; 66229; 84123; 125060; 128219; 147847; 173397; 205140; 228487; 230539; 262412; 290089; 312819; 334117; 338608; 375443; 394750; 417432; 419263; 456814; 477100; 480540; 508879; 522118; 545785; 584493; 603978; 620196; 630221; 648642; 688358; 698253; 712344; 731382; 751852; 789129; 794062; 816523; 835609; 875546; 879763; 901245; 939573; 953002; 981531; 999632; 1002692; 1023482)","integer(0)","next_pTpos-both_top18"
"2042",443,"pairwise","pTpos-Abpos","ADAMTS16",3.63336254612538,0.000853489064847595,0.039794354144287,5523,"ENSG00000145536","c(18703; 30690; 52603; 62833; 101675; 117153; 138425; 162981; 181362; 208644; 221814; 242582; 266450; 280052; 312817; 317113; 341836; 362036; 396481; 403184; 427560; 448624; 459636; 480704; 501514; 534552; 558299; 575595; 588843; 612230; 626716; 655314; 676211; 694214; 722380; 731383; 768831; 785900; 807468; 814791; 849856; 867248; 887952; 918708; 939408; 960366; 969096; 987117; 1011589; 1024532)","integer(0)","character(0)"
"2043",444,"pairwise","pTpos-Abpos","PHOSPHO1",3.63336254612538,0.000853489064847595,0.039794354144287,16758,"ENSG00000173868","c(18704; 30691; 52604; 62834; 101676; 117154; 138426; 162982; 181363; 208645; 221815; 242709; 266451; 280053; 312818; 317139; 341837; 362037; 396482; 403185; 427561; 448625; 459637; 480705; 501515; 534553; 558300; 575596; 588844; 612231; 626717; 655315; 676338; 694215; 722381; 731384; 768857; 785901; 807469; 814792; 849857; 867249; 887953; 918709; 939409; 960367; 969097; 987118; 1011590; 1024533)","integer(0)","character(0)"
"2044",445,"pairwise","pTpos-Abpos","TENT5C",3.63211414798077,0.00085652147123342,0.039794354144287,1099,"ENSG00000183508","c(18694; 30681; 52590; 62835; 101667; 117144; 138407; 162976; 180913; 208639; 221809; 242510; 265772; 279144; 312812; 317104; 341838; 361837; 396476; 403275; 427766; 448160; 459638; 480706; 501516; 534554; 557374; 575504; 588845; 612676; 626718; 655316; 676139; 694889; 722931; 731385; 768822; 785895; 807664; 814793; 849733; 867039; 888413; 918703; 939403; 960361; 969091; 988039; 1011677; 1024461)","integer(0)","character(0)"
"2045",446,"pairwise","pTpos-Abpos","LINC02805",3.63211414798077,0.00085652147123342,0.039794354144287,1173,"ENSG00000232265","c(18695; 30682; 52591; 62836; 101668; 117145; 138408; 162977; 180914; 208640; 221810; 242511; 265773; 279148; 312813; 317105; 341839; 361838; 396477; 403276; 427767; 448161; 459639; 480707; 501517; 534555; 557375; 575505; 588846; 612677; 626719; 655317; 676140; 694890; 722935; 731386; 768823; 785896; 807665; 814794; 849734; 867040; 888414; 918704; 939404; 960362; 969092; 988040; 1011678; 1024462)","integer(0)","character(0)"
"2046",447,"pairwise","pTpos-Abpos","AC027045.2",3.63211414798077,0.00085652147123342,0.039794354144287,16224,"ENSG00000282882","c(18696; 30683; 52592; 62837; 101669; 117146; 138409; 162978; 180915; 208641; 221811; 242702; 265774; 279437; 312814; 317136; 341840; 361839; 396478; 403307; 427768; 448162; 459640; 480708; 501518; 534556; 557376; 575506; 588847; 612678; 626720; 655318; 676331; 694891; 723224; 731387; 768854; 785897; 807666; 814795; 849765; 867041; 888415; 918705; 939405; 960363; 969093; 988041; 1011679; 1024463)","integer(0)","character(0)"
"2047",448,"pairwise","pTpos-Abpos","KRT33B",3.63211414798077,0.00085652147123342,0.039794354144287,16583,"ENSG00000131738","c(18697; 30684; 52593; 62838; 101670; 117147; 138410; 162979; 180916; 208642; 221812; 242706; 265775; 279445; 312815; 317138; 341841; 361840; 396479; 403308; 427769; 448163; 459641; 480709; 501519; 534557; 557377; 575507; 588848; 612679; 626721; 655319; 676335; 694892; 723232; 731388; 768856; 785898; 807667; 814796; 849766; 867042; 888416; 918706; 939406; 960364; 969094; 988042; 1011680; 1024464)","integer(0)","character(0)"
"2048",449,"pairwise","pTpos-Abpos","BX276092.9",3.63211414798077,0.00085652147123342,0.039794354144287,20515,"ENSG00000283599","c(18698; 30685; 52594; 62839; 101671; 117148; 138411; 162980; 180917; 208643; 221813; 242766; 265776; 279519; 312816; 317147; 341842; 361841; 396480; 403310; 427770; 448164; 459642; 480710; 501520; 534558; 557378; 575508; 588849; 612680; 626722; 655320; 676395; 694893; 723306; 731389; 768865; 785899; 807668; 814797; 849768; 867043; 888417; 918707; 939407; 960365; 969095; 988043; 1011681; 1024465)","integer(0)","character(0)"
"2049",450,"pairwise","pTpos-Abpos","NAA30",3.63055171260251,0.000860331339456781,0.039794354144287,13904,"ENSG00000139977","c(5509; 41658; 58250; 66728; 90510; 107102; 132821; 146749; 170583; 201821; 215703; 240717; 258037; 290625; 312811; 333407; 354692; 375173; 394129; 412590; 436296; 455003; 464696; 490525; 507345; 539536; 551508; 567781; 605076; 623010; 633540; 661426; 678180; 702628; 711808; 731390; 752562; 773045; 794332; 817144; 840451; 858513; 881574; 913649; 929588; 954536; 964113; 993909; 1019404; 1024888)","integer(0)","character(0)"
"2050",451,"pairwise","pTpos-Abpos","FRMPD2",3.62940057481252,0.000863148751394442,0.039794354144287,10380,"ENSG00000170324","c(15807; 41164; 53495; 64526; 89101; 109815; 128449; 153077; 179725; 208161; 227202; 247880; 269826; 290564; 312810; 332776; 352757; 374987; 394209; 410789; 432317; 454854; 462986; 484771; 507044; 530066; 552794; 579504; 598748; 613868; 627200; 649927; 671017; 690839; 711869; 731391; 753193; 774980; 794518; 817064; 842252; 862492; 881723; 915359; 935342; 954837; 973583; 992623; 1007681; 1025820)","integer(0)","character(0)"
"2051",452,"pairwise","pTpos-Abpos","ITGA9-AS1",3.62925902529527,0.000863495808270711,0.039794354144287,3690,"ENSG00000235257","c(9882; 41483; 43745; 65212; 86853; 118323; 141847; 148355; 180094; 205691; 225950; 237386; 257323; 292262; 312809; 333693; 351724; 372419; 388135; 407844; 420565; 440493; 466235; 482695; 502811; 525911; 545693; 569754; 603470; 613499; 629670; 651179; 681511; 703342; 710171; 731392; 752276; 776013; 797086; 823138; 845197; 874244; 896084; 912110; 937418; 959070; 977738; 999724; 1017431; 1025595)","integer(0)","character(0)"
"2052",453,"pairwise","pTpos-Abpos","NUP214",3.62850803599302,0.000865339368251561,0.039794354144287,9986,"ENSG00000126883","c(3965; 41618; 59981; 67492; 85809; 108846; 134422; 146493; 168718; 199722; 223256; 237244; 255056; 289876; 312808; 334024; 354217; 374561; 394906; 416795; 435761; 454926; 470299; 488186; 506137; 528236; 546249; 568257; 605332; 624875; 635639; 653873; 681653; 705609; 712557; 731393; 751945; 773520; 794944; 816367; 836246; 859048; 881651; 908046; 931927; 955744; 975413; 999168; 1018928; 1024083)","integer(0)","character(0)"
"2053",454,"pairwise","pTpos-Abpos","PITRM1",3.62820152244475,0.000866092901577223,0.039794354144287,10137,"ENSG00000107959","c(9214; 41522; 56834; 65446; 98422; 107563; 126825; 147968; 174524; 205252; 213710; 247307; 269288; 290559; 312807; 329885; 354337; 375731; 394208; 406934; 435379; 457723; 461427; 488671; 511556; 541272; 562912; 579353; 603857; 619069; 630109; 663419; 671590; 691377; 711874; 731394; 756084; 773400; 793774; 817065; 846107; 859430; 878854; 916918; 931442; 950325; 962377; 982505; 1007832; 1025178)","integer(0)","character(0)"
"2054",455,"pairwise","pTpos-Abpos","BRPF3",3.6272849828587,0.000868349903383274,0.039794354144287,6881,"ENSG00000096070","c(3111; 41562; 61910; 67435; 89421; 108866; 127857; 146424; 167532; 198895; 214115; 236437; 259098; 287182; 312806; 333606; 354168; 375654; 396028; 416648; 437013; 458976; 465729; 487976; 510814; 531069; 553499; 579364; 605401; 626061; 636466; 663014; 682460; 701567; 715251; 731395; 752363; 773569; 793851; 815245; 836393; 857796; 877601; 912616; 932137; 951067; 972580; 991918; 1007821; 1023849)","integer(0)","character(0)"
"2055",456,"pairwise","pTpos-Abpos","MSH2",3.62705965603352,0.000868905644981558,0.039794354144287,2418,"ENSG00000095002","c(3048; 41197; 59566; 66564; 84684; 108363; 145730; 146505; 168123; 199849; 224834; 236799; 250886; 288699; 312805; 334083; 354085; 368189; 395546; 417404; 436215; 442593; 471983; 487649; 501669; 526481; 543073; 564784; 605320; 625470; 635512; 652295; 682098; 709779; 713734; 731396; 751886; 773652; 801316; 815727; 835637; 858594; 893984; 906362; 932464; 960212; 977168; 1002344; 1022401; 1023507)","integer(0)","character(0)"
"2056",457,"pairwise","pTpos-Abpos","MRPL10",3.62378678475962,0.00087701659058172,0.0400779310234325,16735,"ENSG00000159111","c(4659; 41341; 62012; 66749; 88372; 121354; 125989; 146703; 167660; 201452; 216470; 231838; 269074; 285554; 312804; 333627; 350671; 375866; 396286; 417039; 433609; 459393; 465854; 481944; 514904; 524925; 562003; 584390; 605122; 625933; 633909; 660659; 687059; 691591; 716879; 731397; 752342; 777066; 793639; 814987; 836002; 861200; 877184; 912491; 938169; 946977; 978724; 983414; 1002795; 1023597)","integer(0)","character(0)"
"2057",458,"pairwise","pTpos-Abpos","ASPDH",3.62212674781883,0.000881158429556383,0.0401792852464094,18675,"ENSG00000204653","c(11731; 41636; 54748; 66088; 92874; 105780; 128864; 148683; 177570; 205980; 223765; 249347; 268767; 291293; 312803; 332775; 354852; 375442; 392159; 408849; 436569; 454940; 463027; 492636; 508955; 541381; 560209; 567469; 603142; 616023; 629381; 653364; 669550; 691898; 711140; 731398; 753194; 772885; 794063; 819114; 844192; 858240; 881637; 915318; 927477; 952926; 962268; 985208; 1019716; 1025424)","integer(0)","character(0)"
"2058",459,"pairwise","pTpos-Abpos","MMACHC",3.62099495733596,0.000883993092132786,0.0402207227366037,620,"ENSG00000132763","c(3129; 41377; 59778; 73648; 83542; 121956; 145088; 146220; 167322; 191240; 229610; 230153; 250731; 289997; 312802; 334144; 351363; 370765; 394778; 417679; 431373; 443843; 480301; 482434; 502195; 522102; 542986; 568687; 605605; 626271; 644121; 647519; 688744; 709934; 712436; 731399; 751825; 776374; 798740; 816495; 835362; 863436; 892734; 898044; 937679; 959686; 981547; 1002431; 1018498; 1023329)","integer(0)","c(""next_pT+_top6""; ""next_pTpos-both_top2""; ""next_pTpos-next_both_top2""; ""next_pTpos-Abpos_top1""; ""next_pTpos-next_Abpos_top2""; ""noWM_top13"")"
"2059",460,"pairwise","pTpos-Abpos","SEC61A2",3.61921104050734,0.000888478930119252,0.040336943427414,10190,"ENSG00000065665","c(11667; 41580; 47556; 65407; 97189; 106273; 132742; 149023; 179709; 206192; 217400; 249008; 262271; 292097; 312801; 331178; 354722; 374798; 389915; 405223; 434328; 451231; 461869; 490960; 506653; 541544; 560122; 567168; 602802; 613884; 629169; 659729; 669889; 698394; 710336; 731400; 754791; 773015; 794707; 821358; 847818; 860481; 885346; 916476; 929153; 955228; 962105; 985295; 1020017; 1026337)","integer(0)","character(0)"
"2060",461,"pairwise","pTpos-Abpos","ZDHHC7",3.61738926448867,0.000893082631319328,0.040457999289529,15928,"ENSG00000153786","c(9713; 40977; 56908; 64573; 86144; 116597; 134073; 149212; 174869; 206296; 226410; 237891; 259879; 289362; 312800; 333541; 351215; 373260; 395183; 414850; 431740; 453299; 465442; 482336; 503469; 525816; 547162; 578968; 602613; 618724; 629065; 650719; 681006; 700786; 713071; 731401; 752428; 776522; 796245; 816090; 838191; 863069; 883278; 912903; 937777; 958412; 977833; 998255; 1008217; 1025405)","integer(0)","character(0)"
"2061",462,"pairwise","pTpos-Abpos","ICA1",3.61506289930676,0.00089899491481603,0.0405964306562043,7665,"ENSG00000003147","c(5990; 40896; 55139; 64710; 90275; 124439; 127779; 147665; 172882; 204749; 216253; 230960; 261549; 290032; 312799; 332442; 347234; 375300; 394733; 411068; 420295; 456269; 462589; 480818; 508040; 523871; 560089; 584215; 604160; 620711; 630612; 660876; 687937; 699116; 712401; 731402; 753527; 780503; 794205; 816540; 841973; 874514; 880308; 915756; 939295; 953841; 979778; 985328; 1002970; 1024529)","integer(0)","character(0)"
"2062",463,"pairwise","pTpos-Abpos","PEBP4",3.61465861719155,0.000900026211157949,0.0405964306562043,8626,"ENSG00000134020","c(2931; 41370; 59897; 65413; 90883; 116130; 129448; 146620; 168443; 200730; 213217; 233440; 257126; 288676; 312798; 332855; 352122; 375110; 395535; 413672; 433314; 456838; 463207; 484124; 507209; 528835; 552734; 580221; 605205; 625150; 634631; 663912; 685457; 703539; 713757; 731403; 753114; 775615; 794395; 815738; 839369; 861495; 879739; 915138; 935989; 954672; 974814; 992683; 1006964; 1024526)","integer(0)","character(0)"
"2063",464,"pairwise","pTpos-Abpos","PXT1",3.61125774045555,0.000908746913251129,0.0408134850243797,6885,"ENSG00000179165","c(18662; 30629; 52543; 62844; 101647; 117109; 138372; 164718; 181733; 208636; 221610; 243315; 266438; 278346; 312796; 316887; 341846; 361720; 396460; 402925; 428148; 448431; 459644; 480718; 501523; 535466; 558587; 575043; 587106; 611859; 626724; 655518; 675581; 694226; 724086; 731404; 769081; 785890; 807784; 814812; 850115; 866660; 888045; 918700; 939394; 960357; 968182; 986829; 1012141; 1024611)","integer(0)","character(0)"
"2064",465,"pairwise","pTpos-Abpos","EME1",3.61125774045555,0.000908746913251129,0.0408134850243797,16785,"ENSG00000154920","c(18663; 30630; 52544; 62845; 101648; 117110; 138373; 164719; 181734; 208637; 221611; 243316; 266439; 278347; 312797; 316888; 341847; 361721; 396461; 402926; 428149; 448548; 459645; 480719; 501524; 535467; 558588; 575044; 587107; 611860; 626725; 655519; 675582; 694227; 724087; 731405; 769082; 785891; 807785; 814813; 850116; 866661; 888162; 918701; 939395; 960358; 968183; 986830; 1012142; 1024612)","integer(0)","character(0)"
"2065",466,"pairwise","pTpos-Abpos","SLC12A6",3.60966387048604,0.000912861991972694,0.040910321545832,14384,"ENSG00000140199","c(6151; 41235; 59817; 65145; 85508; 113022; 137247; 147361; 169958; 204155; 225324; 236519; 256380; 288326; 312795; 333839; 352441; 373271; 395661; 416819; 433990; 454312; 468130; 484457; 503518; 525855; 545689; 569813; 604464; 623635; 631206; 651805; 682378; 704285; 714107; 731406; 752130; 775296; 796234; 815612; 836222; 860819; 882265; 910215; 935656; 958363; 977794; 999728; 1017372; 1024423)","integer(0)","character(0)"
"2066",467,"pairwise","pTpos-Abpos","POLR3H",3.60758624697712,0.000918253023093482,0.0410638032854053,20083,"ENSG00000100413","c(4764; 41425; 56920; 65523; 91939; 106293; 142806; 146902; 170724; 202535; 214135; 241213; 252915; 290326; 312794; 332638; 354705; 371862; 394386; 410911; 436639; 444378; 462850; 490822; 502612; 540702; 547795; 565150; 604923; 622869; 632826; 662994; 677684; 707750; 712107; 731407; 753331; 773032; 797643; 816887; 842130; 858170; 892199; 915495; 929291; 959269; 962947; 997622; 1022035; 1024631)","integer(0)","character(0)"
